Principal Component 1,Principal Component 2,Principal Component 3,Principal Component 4,Principal Component 5,Principal Component 6,comprar
1.0251178533029752,1.3216741427587513,-0.8860060098073084,0.5813099167025274,-0.19266573147399207,0.19699030325394423,1
1.8183566017349118,0.32624046236259896,-0.44602777944137617,-0.7256883254772157,1.1553648457337218,0.5120780644511244,0
0.9267861883699072,1.6431626514621933,0.3831783519754356,0.9890796491645188,-1.0202016027834846,0.20962956449824297,1
3.0395544778557535,-0.28432926550758886,-1.5835651660486945,-0.1683133555422684,1.11806891978396,-0.10636586190017439,0
0.2526711689551691,0.07296688951899005,0.11346102571045123,-0.22993826967431893,-0.43994418147320474,0.6449516609295886,1
0.853714249639186,0.2466128411363454,-1.8895886937151969,-0.23819175826557762,-0.43105266032394235,0.14176116605761047,1
1.484621524171501,-1.8348791040110202,0.37563148934067253,-0.06165923985326876,-0.12297490107633767,0.04819602706248462,1
2.0328184497993536,2.166043347104527,0.2920471296551763,0.3610356057088074,0.6073949948840509,-0.027076697248618657,0
0.8310805853830674,-0.1859035971229756,0.26907427230940056,0.9956215230019564,-0.8896496710932074,-0.034117732862061705,1
1.0732420301632755,-1.8536347464657241,-0.5596360928522267,0.2895362834347176,-0.4549220252363104,0.47839752325279056,1
2.267602612746381,-2.277420447265461,-0.04521705144836601,-0.02017420237664976,1.0217359889274906,0.11338000263243805,0
0.8714693834566848,0.5256231587865484,-0.9428175103076386,-0.02319217038964574,-0.031890108176696824,-0.3832533006243571,0
1.7285517832636816,-0.05933244364918694,-1.3872578926401264,-1.7550504521244703,-0.24601621710460622,-0.41226168379789613,1
1.084179335974668,-0.2317593953833596,-0.4086579988575437,-0.6811076784016279,-1.3035708299207909,-0.1301211645967534,1
2.043993724772299,-1.1873319900139316,0.6736766908683653,-1.0896286018299328,0.9993450560056324,0.6461182857544452,0
-0.20406747425641092,0.855228949299588,1.0630105208281873,-0.512871907347023,-1.0889420609875444,0.4780349791887548,1
1.1843043630995487,-0.4977872738070632,-0.9916063585982897,-1.0402554909509352,-1.0929083388177232,-0.4034770311581187,1
2.023145259475092,2.5108698471601256,0.31643739378863905,-0.39360133165704075,0.08904695214738678,0.161368464912652,0
3.023481057489874,-1.3641223100447404,0.8986890130621313,-0.384990956253542,0.08999514186549946,-0.3507061527753948,0
1.3283910053178962,-0.11456292451160174,-1.8415863455070414,-0.39674492181471765,-1.538381470742684,-0.2662816404854714,1
1.438363427581337,-0.42970864343703113,-1.2167714028163998,-0.8902538996057885,-0.11356273865183496,0.577185598308576,0
2.0401825161532994,-0.6323836434367462,-0.3067481202619406,-2.235990785299809,-0.3006069846118045,-0.16313523010177955,1
2.9335086781439657,-1.340363646050932,0.19120464482616994,-1.5113047685388858,0.3776412510895144,0.12455459073879369,0
0.5377801549896596,-1.091074404575508,-0.5830540717895182,-1.0334450065457588,-1.1217420794061048,0.7377906713977139,1
0.12444061181706792,-0.026977417385613562,-1.5566850752572385,-0.2940651717124605,-0.1838894350715365,0.2208044158201145,1
1.3733299619084434,-0.12084276199698177,0.5187200079114404,-0.45940648861832145,-0.6626490531067382,-0.5086986526316116,0
0.3193871067520051,2.0640377473577525,-0.08168996022643803,-0.2903094083880542,-0.013625518692480148,0.2968468475163007,0
2.25066813611762,0.24902104924847637,-0.7682908042161812,-0.17466556495738558,-0.19104863324265203,-0.6510305140196332,0
2.3153699567438903,0.29151013913856755,-0.3549229253617876,1.226273400763882,-0.1461794824330086,0.47349635628944825,1
0.5144642254444637,0.2806915479155574,-0.34825367404051166,0.22088113421029062,-0.7435969468042304,1.2694045734314228,1
1.5215448363299888,-1.0692971899339747,0.002057193953467391,0.8101562241502973,-0.6511339660067295,0.3759430553826365,1
0.8477156797537599,0.21604960966081865,1.2068293527437137,-1.2146732755853766,0.5096694892321888,0.5919721556981241,0
1.4644060690269471,2.3909966221807113,0.23972406506820246,-1.4630578710971487,0.6370381030998117,-0.35640376379462774,0
0.898197026446324,-0.05107237929204744,-0.8869521665532635,-0.14702693066330413,0.7436320207280527,0.050093877807803194,0
1.236563105244042,-0.7428640707825213,-0.17094506510120205,0.1306370606055194,-0.6991770303174355,0.6603646059206457,1
1.3727909505929443,1.1173010302215025,1.1947423844288372,1.2808226721246738,0.4442941861239815,0.6072216814196373,1
2.344618628500848,-1.331649164584738,0.38202048631912794,0.44301643378786887,-0.48458643959388403,-0.3463266272097448,0
1.2018141818491843,1.4221293309099043,1.1656898396072382,0.703647625026616,-0.5400504327901153,1.2048443001042832,1
0.854133707620702,0.5000045382242517,0.05991699228935978,-0.0016112621839733227,-1.3851100305413035,-0.13145665388960906,1
2.3430019754691704,0.9546499513034155,0.3770320835919064,0.32129254975588706,0.0496922339818896,-0.3791441043837724,0
2.454222159454786,1.5896023864624353,0.720127361041339,0.9531987377111887,1.2481260245811778,-0.09675036867137438,0
1.175384309336762,0.6093950632401148,0.6651445153118245,-0.28917993064849506,-0.9909132891678892,-0.2925899135378687,1
1.5805653893342073,1.795284900195389,-1.2106977795161826,-1.6042319925922501,0.5573707226158355,-0.26511892078719557,0
2.340190289230884,1.2358077250056387,1.4694267970590145,-0.8988594295541079,-0.07415232589865813,0.1634996000052637,1
1.6123019019209917,-0.9341037274408129,-0.10796167706550701,-0.7582585906314508,0.5755753658346824,0.4841492488682038,0
0.4894768044712968,-0.8983809726670485,-1.343464192034385,-0.33819402676184457,-0.8642592203049554,-0.034252301790500324,1
-0.5876462977527723,0.2788517717486174,0.13309898700184777,-0.9733980511778231,-0.6658955702665094,0.516689251385665,1
0.32106114611204284,-0.34672337761952304,-1.0908877514602588,-1.2144540471538234,-0.5955190807890093,0.3069470847613802,1
1.1238030490383,-1.0188939793920118,-0.44835816039818527,-1.0717007084991834,-0.6684528879513324,0.7710241582723376,1
2.476073855003456,0.6035481640264606,2.350504577801002,0.6770179236416308,-0.06982878327590727,-0.6680069201212285,0
0.27444405749216366,-0.2593114798948422,-0.7776281638450114,2.6166551505440214,0.11925491387690224,-0.4019712571694309,1
-1.329051575105956,1.150060625481105,-1.2235061600895605,0.4453134902284106,0.22190178121473333,-0.26234803836427384,0
-2.556969096423206,0.1357645020331668,1.065949180193807,-1.0574793936083662,-0.6277849359119714,-0.5267099004939612,0
-1.754324107992509,-1.9023823934503479,0.5373860258493192,-0.2227811130984527,0.3272239194899191,0.3561969548848785,0
-2.0639240363960725,1.0273110124043987,-0.9903368376950435,0.46225367629787845,0.45283698295125363,-0.02115839891831352,0
-1.5860581751461174,-0.03306839733619651,-1.6582517821363414,-0.2749364368309634,-0.1393797810611295,0.19507480371325622,1
